,title,writer,illustrator,genre,story,age
212,나 혼자 네크로맨서,지점장,김동준,"스토리, 판타지","곧 세상이 멸망한다.전설 속에나 나올 법한 몬스터들이 각지에 출현한다.그리고 사람들을 잡아먹고, 길거리를 점령하며, 빌딩과 지하철에 던전을 만들기 시작한다.멸망한 세계에서 살아남기 위해 단 한 가지 직업을 고를 수 있다.당신은 무슨 직업을 고르겠는가?""네크로맨서""나에게는 멸망이 무대이고, 죽음이 자산이 된다.",12세 이용가
213,무사만리행,운,배민기,"스토리, 액션","2세기 후반, 마한 연맹 고리국(古離國)의 무사 나루가 로마제국의 검투 노예로 팔려가 자유를 얻기 위해 처절한 사투를 벌인다.",15세 이용가
214,겟백,세윤,세윤,"에피소드, 드라마","7년 전, 운명이 뒤바뀐 소녀들. 태어날 때 부터 타고난 능력을 지닌 다정과 그런 천재가 부러웠던 언니 은정.  그렇게 하루 하루가 지옥이었다!",15세 이용가
215,오빠세끼,올리브유,올리브유,"에피소드, 일상","우리학교 인기남 3인방이 누군가에게는 노답 친오빠!?주목받는건 질색! 조용하고 존재감 없는 평범한 삶을 추구하는 해주에게는 걸어만 다녀도 튀게 잘생긴 오빠들이 있다.해주는 오빠들의 동생임을 숨기며 학교를 다니지만, 결국 들켜버리게 되는데...과연 해주는 오빠들이 있는 학교에서 자신의 목표를 이룰수 있을까?",전체연령가
216,하드캐리,조양,조양,"스토리, 드라마","성격은 소심하지만 게임 실력 하나는 천상계 최고인 '도윤'과공부, 인성, 외모, 게임 실력 어디 하나 부족한 것 없는 '수호'의 본격 프로게이머 도전기!",전체연령가
217,던전 씹어먹는 아티팩트,제로워터,엄키,"스토리, 판타지","“내가 이 아티팩트를 만진 순간 너희도 끝장난 거야!” 억울하게 죽은 던전 탐험가, 재앙급 아티팩트와 함께 사이다 복수극 시작! 죽음의 문턱을 넘어 두 번째 기회를 거머쥔 스테치 아텔리어. 그가 ‘메멘토 모템’의 공생자로 기나긴 복수의 여정을 시작한다.",12세 이용가
218,꽃만 키우는데 너무강함,쿰타타,주현후,"스토리, 판타지","황재호는 자신의 꿈인 꽃집을 차리기 위해 게임을 시작하게 되는데,게임 속에서 꽃집을 운영하기 위한 재호의 긴 여정이 시작된다",전체연령가
219,트롤트랩,유비,유비,"스토리, 판타지","트롤을 잡아, 인류를 지켜라!정체불명 헌터 하태와 알바헌터 지현의 통쾌한 판타지 액션",12세 이용가
220,쿠베라,카레곰,카레곰,"스토리, 판타지",신의 이름을 가진 소녀와 마법사들이 펼쳐나가는소속불명 장르 혼합 판타지,전체연령가
221,선남친 후연애,곰곰,정미,"스토리, 로맨스","복학생 선배의 끈질긴 구애로 고통받던 가은은 학교 내 뜬소문으로 오해받고 있던 재림과 합의하에 쇼윈도 커플이 되기로 한다.진지한 연애는 절대 하지 않기로 했으나 재림은 예상보다 훨씬 달콤하게 다가오고, 가은은 가랑비 젖듯 재림에게 끌리고 마는데… 쿨 찾다 핫하게 엮여버린 쇼윈도 커플의 간질간질 캠퍼스 로맨스!",전체연령가
222,별을 삼킨 너에게,ARI,ARI,"스토리, 로맨스","어둠 같은 현실 속에서도 우리가 빛나는 이유는, 저마다의 별을 품고 있어서가 아닐까?별처럼 빛나는 우리들의 성장, 그리고 로맨스.네이버웹툰 최강자전 19년 대표작.",12세 이용가
223,최강전설 강해효,최병열,최병열,"스토리, 액션",맹수같이 거친 문제아 학생들만 모여있는 최강고등학교!!그곳에서 변화가 시작되었다.,15세 이용가
224,마왕까지 한 걸음,윤홍,윤홍,"스토리, 판타지","""이건 그냥… 마을 사람 A랑 다를게 없잖아…, 나보다 강한 존재는 이 세계에 있을 수 없어!""세계관 최강자 자리를 위해 지상최강 마왕을 찾아 뭍으로 나온 바다의 왕 유리아.그런데… 거울을 보니 웬 어린아이가…?다리를 얻음과 동시에 그녀의 모든 힘이 사라져 버렸다...그럼에도 여전히 세계최강 자리를 노리고 있는 그녀의 눈물겨운 여정이 시작된다!!",15세 이용가
225,흑막 여주가 날 새엄마로 만들려고 해,목감기,하리힌,"스토리, 로맨스","친구들과 장난삼아 쓴 '피폐 소설' 속에 시민 1로 빙의했다.그리고 저세상급 딸바보력을 자랑하는 여주인공의 아버지 헨스톤 공작에게 정체를 들켜버렸다.문제는......​“그럼 내 딸이 피폐 소설에서 어떻게 되는 거지?”​""......뭐? 남주가 열 명?""​행복하지 못한 딸의 미래를 바꾸기 위해 독립전쟁도 불사하겠다니.이대로 두었다간 여러 목숨이 위험하다.​​""제가 여주님을 지켜드리겠어요!""​그렇게 딸바보 공작님과의 동거가 시작됐다.그런데 쪼그만 여주님이 어쩐지 좀 이상하다.왜 자꾸 네 아빠랑 날 엮는 건데?",전체연령가
226,오늘의 순정망화,손하기,손하기,"에피소드, 개그",그마고 초엘리트집단 삼국시대 앞에 나타난 전학생 가야!가야의 마음을 얻는 건 누구?,전체연령가
227,선의의 경쟁,송채윤,심재영,"스토리, 드라마",완벽해보이는 제이와 순박한 전학생 슬기. 단짝이 된 두 여고생은 점차 서로를 향한 광기를 드러내고 전교 1등을 향한 피 튀기는 경쟁이 펼쳐진다.,15세 이용가
228,불편한 관계,잔스,잔스,"스토리, 로맨스","회사 동료 '정이라'와 '공은도'는 서로의 이별을 위로하며 술자리를 갖고 다음날 아침 함께 눈을 뜬다. 하루 아침에 동료에서 '불편한 관계'로 전락한 두 사람! 어젯밤, 우리 사이에 무슨 일이?!",15세 이용가
229,만물의 영장,보민,보민,"에피소드, 개그","바다에 빠져 실종된 후, 무인도에서 7년 만에 살아 돌아온 우영장의 좌충우돌 문명 적응기!그의 몸은 단단한 근육질로 변했고 온갖 동물과의 의사소통은 물론, 특별한 능력까지 구사하며 사건사고가 끊이질 않는다.과연 영장은 밀림보다 무섭다는 도시에서 살아남을 수 있을까?",전체연령가
230,신비휴재,반지,반지,"스토리, 로맨스",긴 잠에서 깨어난 미지의 생명체 신비와 그녀를 사랑하게 된 가람의 사랑 이야기 '나의 뮤즈가 되어 줄래?',12세 이용가
231,시에라,Rana,문아,"스토리, 로맨스","비슷한 이유로 태어나 비슷한 이유로 불행했던 공작가의 사생아 '시에라'와 황제의 사생아 '클로드'. 아무에게도 말할 수 없는 관계를 유지하던 두사람에게 불행이 찾아온다.“다시 시간을 되돌릴 수 있다면, 다른 선택을 할 수 있게 해 줘”밀려오는 후회를 감당하지 못하는 시에라, 눈을 떠보니 그녀의 옆에는 클로드가 있는데…",전체연령가
232,완벽한 결혼의 정석,이범배,제리볼,"스토리, 로맨스","남편이 내 동생을 사랑하고 있었다. 하필이면 내 생일에 그의 진심을 알아버렸고, 그날 나는 죽었다. 그런데… 1년 전으로 돌아왔다?  다시 살게 된 그날, 나는 결심했다. 이번에는 내가 동생의 남자와 결혼하기로. 남은 시간은 1년, 그때까지 완벽한 복수를 해야 하는데… 그런데 이 남자, 너무 완벽하다. 계약 결혼의 상대인 재벌 2세 서도국. 그의 눈빛에, 그의 입술에 자꾸만 아찔해진다. ‘나, 어떡하지…?’",15세 이용가
233,THE 런웨이,도미,녹두,"스토리, 로맨스","하룻밤을 같이 보낸 그 남자가 내 상사라고?!패션지 의 에디터 유지안. 그녀는 약혼자의 양다리 소식에 무작정 파리로 떠난다.그곳에서 우연히 만난 남자와 충동적으로 하룻밤을 보내 버리고…3개월의 시간이 흐른 후, 지안의 회사에 만렙의 편집장이 프랑스에서 오게 된다. 그런데 그 남자… 바로 지안과 하룻밤을 보낸 프랑스에서의 그 남자다!!",15세 이용가
234,안개무덤,김태영,김태영,"스토리, 스릴러","실종된 가족을 수사하려고 하면 할수록, 알 수 없는 초자연 현상에 시달린다.사건 현장을 뒤덮는 벌레들. 그리고 부적. 이곳은 무덤이다.지상최대공모전 우수상 수상작! 숨막히는 공포 스릴러가 왔다!",15세 이용가
235,수영만화일기,해오,해오,"에피소드, 일상","백수 겸 만화가지망생 해오, 저질체력에서 벗어나기 위해 수영에 도전!작심삼일이리라는 예상과는 다르게 어느새 수영에 익숙해진다.'이게 대체 어떻게 된 일이야? 나…… 수영을 사랑하게 된 걸까?'그렇게 수영을 익혀가면서 점차 몸도 마음도 성장해나가는데…….불확실한 미래를 안고 살아가지만, 해오는 오늘도 수영한다.",전체연령가
236,길티액스,정샛별,정샛별,"스토리, 판타지","“눈앞의 불의를 외면하는 순간, 반드시 불행한 사람이 생긴다.”정의로운 소년 단태는 친구를 구하다가 죽었다.그때 함께 나타난 “죄”라고 불리는 괴물.하지만 죽은 줄 알았던 단태에게 주어진 선택지.이대로 천국으로 갈 것인가,죄를 쳐죽이고 사람들을 구할 것인가?단태의 처절한 단죄 액션 판타지.",12세 이용가
237,시월드 판타지,진돌,히디,"스토리, 판타지","첫 눈에 반한 남편이 악마라니....그리고 시어머니는 마왕?! ㄴ(°0°)ㄱ용사 조라세, 시댁의 '찐' 마왕과 목숨을 건(?) 대결이 시작된다.",전체연령가
238,마계인섬,초,초,"스토리, 판타지","<용이산다> 초 작가의 새로운 일상판타지! 10년 전, 대한민국 바다에 갑자기 나타난 ‘마왕의 성’.두려움의 대상이었던 그 곳은 ‘매직랜드’로 불리며 세계적인 테마파크가 된다.인간들의 우려와는 달리, 그곳을 운영하는 마왕 ‘퀴록’과 마족들은 평화로운 공존을 위해 노력하며 살아가고 있다.그러던 어느 날 그들의 평화로운 매직랜드에 변화가 찾아오는데…!",12세 이용가
239,로그아웃,임목원,임목원,"옴니버스, 스릴러","인간이 상상하기 힘든 신기술들이 개발되고욕망을 충족해가는 사람들... 인류에게 주어진 선물일까, 저주일까",전체연령가
240,마법사랑해,명랑,청설모,"스토리, 판타지",만물을 아우르는 마법을 깨우치고도 정작 텅 빈 감정의 소유자였던 위대한 마법사.파멸의 마왕을 깨우려는 자들과 맞서기 위해 그의 심장이 다시 뛰기 시작했다.,12세 이용가
241,"그 개, 만두",호정,호정,"스토리, 드라마","'자네 만두는 개도 안 먹을 걸세!'산골 마을에 파리만 날리는 만둣가게 주인 공 씨.모두에게 외면받던 그를 위로해준 건 거리에서 만난 떠돌이 강아지였으니,귀엽고 비범한 강아지 만두와 다정한 공 씨가 들려주는 동화 같은 이야기!",전체연령가
242,네가 죽기를 바랄 때가 있었다,아란,아란,"스토리, 로맨스","끔찍하게 싫어하는 원수의 딸과 결혼하게 된 황제,절대 좋아할 수 없다 생각했던 황후에게 예상치 못한 감정을 느끼게 된다.",전체연령가
243,야만의 시대,신의철,장대현,"스토리, 액션","SNS에서 나와 똑같이 생긴 사람을 발견했다! 과거도 미래도 없이 막 나가던 내 인생과 달리부잣집 모범생으로 모든 걸 가진 듯 보이는 그 녀석은 혹시, 보육원에서 자란 내가 존재조차 몰랐던 쌍둥이?!녀석을 찾아 시작부터 꼬여버린 인생의 실타래를 풀어보려는 찰나, 엄청난 트러블이 생기고 만다.문명 사회로 포장되어 있지만, 인간 윤리와 도덕의 마지노선을 넘은 야만의 시대에 던져진 청춘들의 이야기",15세 이용가
244,경기 GO,HO9,HO9,"스토리, 드라마",""" 본 컨텐츠는 경기도/경기관광공사의 브랜드 웹툰으로 HO9 작가가 전하는 경기지역 대표 음식입니다. ""요리GO 주인공 한별의 에피소드를 담고 있습니다.",전체연령가
245,집사레인저,현실안주형,현실안주형,"스토리, 액션",거대 괴수 냥이?! 도시 하나 파괴하는건 일도 아닌 고양이들이 세상을 지배한다.2019 지상최대공모전 2기 대상 수상작!,12세 이용가
246,루커피쳐,효정,효정,"스토리, 로맨스","어려서부터 동화 삽화가를 꿈꾸던 지수. 꿈을 이루기 위해 자퇴를 하고 할머니 댁으로 간 지수는 그곳에서 도원을 만나게 된다.꿈이 없어 고민이던 도원은 꿈을 위해 노력하는 지수에게 관심이 가는데...""잡으려 할수록 멀게만 느껴지는 꿈, 언젠가는 꿈에 닿을 날이 올까요?""",전체연령가
247,그 황제가 시곗바늘을 되돌린 사연,화영,용끄,"스토리, 로맨스","황후 리지가 숨을 거둔 뒤에야 황제 레온은 자신의 어리석음을 깨닫고 후회했지만 이미 시곗바늘은 지나갔다.레온의 소원으로 시계탑의 마녀는 레온이 황후 리지를 처음 만나던 날로 시곗바늘을 되돌리고, 과거로 돌아간 레온에게 남은 일은 오직 리지를 행복하게 해주는 일 뿐...하지만, 되돌린 시곗바늘의 영향력은 생각하는 것 이상으로 컸는데... 과연 레온은 리지를 행복하게 해 줄 수 있을까?",전체연령가
248,성스러운 아이돌,스튜디오M,악사,"스토리, 드라마","만인의 사랑을 받는 신의 대리자이자 성스러운 대신관인 렘브러리. 이세계를 침공한 마왕과 맞서 싸우다 정신을 차려보니, 대한민국 듣보 아이돌의 몸으로 깨어나 버렸다..! 그는 무사히 아이돌 생활에 적응하고 원래의 세계로 돌아갈수 있을까?",전체연령가
249,달의 요람,이정선,이정선,"스토리, 드라마","낯선 나라 유안에 끌려온 멸망국의 포로, 월영.황궁에서 만난 건 가국을 멸망시킨 유안의 장군 연오와 대 유안 제국의 황제였다.궁녀에서 황귀비로, 가장 낮은 곳에서 가장 높은 곳으로거침없이 오르는 월영의 잔혹한 궁중로맨스가 시작된다.",12세 이용가
250,아빠같은 남자,이수민,이수민,"스토리, 드라마","“마음에 드실거예요. 아빠같은 남자거든요.”사이코패스 성격을 숨기고 살아가는 로펌대표 묘인준은 자신의 본성을 잘 감춘 채 재력과 권력, 그리고 겉보기에 화목한 가정까지 모든 걸 갖추고 살아가고 있다. 어느 날 끔찍히 사랑하는 외동딸 수진이 아버지 묘인준에게 결혼할 남자(정이현)를 소개하게 되는데, 묘인준은 그 순간 딸의 남자가 자신과 같은 부류의 인간임을 알아본다. 자신이 이룬 모든 것의 상징과도 같은  딸을 향해 접근하는 것은 물론, 여러 의심스러운 상황에서 계속 마주치게 되는 정이현...묘인준은 그에게 딸을 뺏길 수 없다는 생각을 하게 되지만, 자신의 두 얼굴을 들키지 않으면서 딸을 지키기란  쉽지 않다. 거기에 더해 자신과 자신의 회사 법무법인 노블의 주변에서는 끊임없이 잡음이 들려오기 시작하고, 묘인준의 내재된 본성이 서서히 모습을 드러내며  상황은 점점 복잡해진다.",12세 이용가
251,겟라이프,MOOHAK,MOOHAK,"스토리, 판타지","그 것은... 소년들을 빛나게 하기도, 고통스럽게 하기도 하였다.축복과 혼돈의 힘 '라이프'! 이를 둘러싼 음모와 대전쟁의 시작.",12세 이용가
252,소녀180,나우원,델라,"스토리, 드라마",'저 남자 아닌데요...' 키 184cm 꽃미모 소녀에게 남자패션모델 제안이 들어왔다. 비밀을 가진 소년소녀들의 생기 넘치는 청춘성장물!,12세 이용가
253,소년의 기록,베어리,베어리,"스토리, 드라마","소년은 중학교에 입학하게 되고 주변 친구들과 선생님들의 영향을 받으며 살아간다. 1학년 때 친구들과 놀기 좋아하던 밝은 소년은 2학년으로 진학하면서 사춘기를 맞이하게 되고신체적, 정신적으로 많은 변화를 겪게 된다. 축구선수가 꿈이었던 소년은 만화가의 꿈을 키우게 되고 그 과정에서 여러 번 넘어지고 눈물과 좌절을 반복하지만 아픔을 딛고 다시 일어서며 꿈과 함께 어른으로 성장해간다.",12세 이용가
254,어차피 남편은!,찡나,찡나,"스토리, 로맨스","연애만 했다 하면 남자친구가 사고, 도박, 바람, 잠수 등 온갖 사건을 만들어 패가망신 당하는 '연 홍'.왜 이런가 관상을 봤더니, 이미 지나간 인연 중에 남편이 있다고?!전남친을 다시 찾아가야 한다는 건가? 평생 같이할 한 사람을 찾고 싶은 홍이의 남편감 찾기!",전체연령가
255,어느날 네가 떠올라!,해영채,해영채,"스토리, 로맨스","""내 세계가 너로 인해 조금씩 무거워 지고 있어."" 학급 아이들에게 공기 취급을 받는 여고생 가람. 겉보기에는 완벽하지만 정말로 몸무게가 0g인 비밀을 숨기고 있는 남고생 산들. 어느 날 산들은 실수로 넘어지는 바람에 가람 앞에서 하늘로 떠오르게 된다. 산들의 비밀을 알게 된 뒤 잔잔했던 가람의 일상은 조금씩 어긋나며 변화하기 사작하는데..!",전체연령가
256,폭탄주먹 변대장,엄재경,지야프,"스토리, 개그","전 우주의 문제아들이 모이는 곳, 안드로메다 고등학교에 지구인 신입생이 도착한다. 주인공은 바로 변대장. 옮기는 학교마다 터지는 폭력 사건으로 지구상 모든 고등학교를 거쳐 더 이상 갈 곳이 없어진 변대장은, 결국 안드로 고등학교로 전학 오게 되는데... 초능력 외계인이 득실대는 야성의 정글, 안드로 고등학교에서 변대장은 살아남을 수 있을 것인가!? 목표는 졸업! 변대장의 모험이 시작된다!",12세 이용가
257,돌아온 여기사,이하린,하늘미르,"스토리, 로맨스","평범한 백작가 영애로 살아가던 ""이레나"". 그녀의 가문은 반왕 ""파벨루크""로 인해 하룻밤 만에 숙청당하고 만다. 가족의 복수를 위해 냉혹한 기사로 살아가던 그녀는 무슨 이유에서인지 과거로 되돌아가게 되었다.가족을 끝까지 지키기 위해선 지난 생에서는 죽었던 황태자 “칼라일”을 살려야 한다!낮에는 레이디, 밤에는 검을 든 기사로 바쁘게 오가는 이레나. 이번에는 미래를 바꿀 수 있을까?!",15세 이용가
258,유리와 유리와 유리,요엔,요엔,"스토리, 로맨스","금속공예학과 새내기 이유리는 자신의 고백을 거절했던 미술학원 선생님 권유리를 마주친다. 그리고 같은 과의 또다른 동명이인, 무뚝뚝하기로 소문난 차유리 선배는 유독 이유리에게 도움을 주는 일이 많아지는데...세 명의 유리가 만들어 나가는 삼각관계 캠퍼스 로맨스!",전체연령가
259,온실 속 화초,옛사람,옛사람,"스토리, 드라마","<성공한 덕후> 옛사람 작가의 미스터리 시트콤 신작!호텔 VVIP 였던 남매는 하루아침에 집안이 망해 길거리로 나앉는다. 그들은 보물이 가득하다는 숲속의 성에 대한 소문을 듣게 되고, 그 성으로 떠나기로 한다.비밀스러운 땅굴을 통해 겨우 찾아간 성에는 남자도 반하게 하는 극강미모의 미스터리한 왕자가 살고 있었다.어딘가 스산한 분위기인데… 성 밖으로 나가는 출구가 사라져버렸다?!'온실 속 화초'처럼 살아왔던 그들의 독립과 사랑을 찾아가는 이야기!​",전체연령가
260,온새미로,여우,사문,"스토리, 로맨스","배우 지망생 해리는 특집 드라마 ‘무영탑’ 오디션 준비를 위해 방문한 국립 부여 박물관에서 신비로운 분위기의 백제 유물 ‘금동대향로’에 이끌린다.해리로 인해 금동대향로 속에 갇혀 있던 천신의 아들 ‘온새미로’가 깨어나고, 멈춰져 있던 인연의 굴레가 다시 움직이기 시작한다.",전체연령가
261,평범한 낙원,후드새,후드새,"스토리, 스릴러",학교에서 매일 괴롭힘당하는 현서운은 하굣길에 이상한 시선을 느낀다.그리고 다음 날 자신을 괴롭히던 일진이 시체로 발견되는데...이제 평범한 학교생활을 할 수 있을 줄 알았지만 이게 끝이 아니었다.점점 드리우는 이상한 시선의 정체. 누군가 나를 계속 지켜보고 있다!평범함을 향한 평범하지 않은 미스터리 스릴러.,15세 이용가
262,카루나,강호진,강호진,"스토리, 판타지",지옥의 군대와 맞서는 항마승병 카루나.카루나에 도전하는 소년액션 모험 판타지!,12세 이용가
263,혼모노트,민수상,민수상,"스토리, 판타지","평온했던(?) 교실 안에 갑자기 트럭이 날아 오더니, 순식간에 반 아이들은 이세계로 순간 이동을 한다. 갑자기 등장한 괴생명체에 친구들은 하나, 둘 목숨을 잃어가고 이 위기를 구원할 사람은 이 이야기의 창조자 '덕구' 뿐이다. ""노트를 찢는 순간, 현실이 된다.""",12세 이용가
264,멸망X초이스,텐,텐,"스토리, 판타지","수능 날의 간절한 마음이 통한 건지, 정답을 알려주는 능력을 가지게 된 서준.이 능력으로 즐거운 대학생활, 창창한 앞날만 있다고 생각했는데 갑자기 나타난 멸망의 신 앙골모아가 모든 걸 엉망진창으로 만들기 시작한다.지구 멸망만큼은 안돼! 과연 서준은 지구와 자신의 안위를 지켜낼 수 있을 것인가?",12세 이용가
265,보물과 괴물의 도시,이을,이을,"스토리, 판타지","""그 지진사고 날 부터 내 눈에 괴물들이 보여.""빠르게 변해가는 도시에서, 사라져가던 거리의 유물들이 인간에게 들러붙기 시작했다.",12세 이용가
266,헬프미,철준,철준,"에피소드, 스릴러",심부름 앱을 통한 살인범의 심부름으로 인해 할머니가 살해당했다...할머니를 살해한 녀석의 행방을 쫓기 위해서는 심부름의 배후를 찾아야한다!,15세 이용가
267,모어 라이프,이아영,이아영,"스토리, 로맨스","모두가 두 개의 목숨을 가진 세계! 태어날 때부터 목숨이 하나였던 영하는 늘 주변의 걱정과 과보호 속에 자랐다.대학생이 된 후 어렵사리 카페 알바에 도전한 영하, 그곳에서 본인보다 더 평범하지 못한 주희를 만나게 되는데...목숨이 두 개인 세계에서 평범하지 못한 두 남녀의 목숨이 걸린 로맨스!",전체연령가
268,외모지상주의,박태준,박태준,"스토리, 드라마",못생기고 뚱뚱하다고 괴롭힘을 당하며  루저 인생만 살아온 내가 잘생겨졌다는 이유로 인싸가 됐다.어느 날 자고 일어났더니 갑자기 완벽한 외모와 몸을 지닌 사람이 되어 깨어난다면?,15세 이용가
269,나 혼자 만렙 뉴비,메슬로우,스윙뱃,"스토리, 판타지","게임 너튜버로 활동 중인 주인공 진혁은 유일하게 [시련의 탑]의 엔딩을 봤지만, 게임의 인기가 하락하며 더 이상 게임 너튜버로서의 삶도 유지하기 힘들어진다.엔딩을 보았기에 이대로 게임을 마무리하려는 진혁. 바로 그날, [시련의 탑]은 현실이 되었다.게임의 모든 요소를 다 알고 있는 진혁은 누구보다 빠르게 모든 것을 차지한다!""진짜 고인물이 뭔지 보여주지.""",15세 이용가
270,"2021 최애캐 안녕, 잘 지내니?컷툰",웹툰작가,웹툰작가,"에피소드, 드라마","""잘 지내..? 오늘따라 네가 더 생각난다.""함께 웃고 울었던 웹툰 속 나의 최애캐들.그들은 지금 어떻게 지내고 있을까?우리의 일주일을 책임졌던 최애캐들의 근황을 공개합니다!<2021 최애캐 안녕, 잘 지내니?>",전체연령가
271,데드퀸,김규삼,김규삼,"스토리, 판타지","절망에 빠져 죽음이 임박했을때, 진짜 여왕이 재림한다!하이브 세계관의 장대한 끝, 데드퀸",15세 이용가
272,1초,시니,광운,"스토리, 드라마","구조율 100%의 전설적인 소방관.  그의 특별한 능력은 긴장하는 순간, 미래가 보인다는 것! 촌각을 다투는 진짜 소방관들의 이야기",전체연령가
273,광마회귀,유진성,이히,"스토리, 액션","무공에 미친 광마 이자하.그는 마교 교주의 천옥을 훔쳐 쫓기던 중 벼랑에서 떨어지게 된다.모든 게 끝났다고 생각한 순간 눈을 떠보니, 사람들에게 무시당하던 점소이 시절로 돌아와 있는데...게다가 억울한 누명으로 두들겨 맞고 객잔은 박살이 나 있는 상황. ​점소이 시절로 회귀한 광마! 사내는 다시 미치게 될 것인가? 아니면 사내의 적들이 미치게 될 것인가.",15세 이용가
274,개를 낳았다,이선,이선,"스토리, 드라마",사랑스러운 너와의 첫 만남부터 이별까지. 서툰 주인과 강아지 명동이가 함께 성장해나가는 이야기.,전체연령가
